,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,PTS_OFF_TOV_A,PTS_2ND_CHANCE_A,PTS_FB_A,PTS_PAINT_A,OPP_PTS_OFF_TOV_A,OPP_PTS_2ND_CHANCE_A,OPP_PTS_FB_A,OPP_PTS_PAINT_A,BLK_A,BLKA_A,PF_A,PFD_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,PTS_OFF_TOV_B,PTS_2ND_CHANCE_B,PTS_FB_B,PTS_PAINT_B,OPP_PTS_OFF_TOV_B,OPP_PTS_2ND_CHANCE_B,OPP_PTS_FB_B,OPP_PTS_PAINT_B,BLK_B,BLKA_B,PF_B,PFD_B
1,0021900050,1610612758,Kings,SAC,Sacramento,240:00,7.0,10.0,18.0,38.0,16.0,20.0,4.0,44.0,8,5,21,18,1610612743,Nuggets,DEN,Denver,240:00,16.0,20.0,4.0,44.0,7.0,10.0,18.0,38.0,5,8,18,21
2,0021900050,1610612743,Nuggets,DEN,Denver,240:00,16.0,20.0,4.0,44.0,7.0,10.0,18.0,38.0,5,8,18,21,1610612758,Kings,SAC,Sacramento,240:00,7.0,10.0,18.0,38.0,16.0,20.0,4.0,44.0,8,5,21,18
1,0021900051,1610612746,Clippers,LAC,LA,240:00,33.0,18.0,15.0,50.0,24.0,10.0,9.0,42.0,8,3,24,23,1610612766,Hornets,CHA,Charlotte,240:00,24.0,10.0,9.0,42.0,33.0,18.0,15.0,50.0,3,8,23,24
2,0021900051,1610612766,Hornets,CHA,Charlotte,240:00,24.0,10.0,9.0,42.0,33.0,18.0,15.0,50.0,3,8,23,24,1610612746,Clippers,LAC,LA,240:00,33.0,18.0,15.0,50.0,24.0,10.0,9.0,42.0,8,3,24,23
1,0021900052,1610612748,Heat,MIA,Miami,240:00,17.0,13.0,12.0,34.0,24.0,13.0,6.0,44.0,6,7,22,29,1610612737,Hawks,ATL,Atlanta,240:00,24.0,13.0,6.0,44.0,17.0,13.0,12.0,34.0,7,6,29,22
2,0021900052,1610612737,Hawks,ATL,Atlanta,240:00,24.0,13.0,6.0,44.0,17.0,13.0,12.0,34.0,7,6,29,22,1610612748,Heat,MIA,Miami,240:00,17.0,13.0,12.0,34.0,24.0,13.0,6.0,44.0,6,7,22,29
1,0021900053,1610612743,Nuggets,DEN,Denver,240:00,10.0,21.0,6.0,50.0,7.0,11.0,11.0,50.0,1,5,24,14,1610612742,Mavericks,DAL,Dallas,240:00,7.0,11.0,11.0,50.0,10.0,21.0,6.0,50.0,5,1,14,24
2,0021900053,1610612742,Mavericks,DAL,Dallas,240:00,7.0,11.0,11.0,50.0,10.0,21.0,6.0,50.0,5,1,14,24,1610612743,Nuggets,DEN,Denver,240:00,10.0,21.0,6.0,50.0,7.0,11.0,11.0,50.0,1,5,24,14
1,0021900054,1610612763,Grizzlies,MEM,Memphis,240:00,10.0,19.0,12.0,44.0,30.0,16.0,27.0,46.0,3,8,27,19,1610612747,Lakers,LAL,Los Angeles,240:00,30.0,16.0,27.0,46.0,10.0,19.0,12.0,44.0,8,3,19,27
2,0021900054,1610612747,Lakers,LAL,Los Angeles,240:00,30.0,16.0,27.0,46.0,10.0,19.0,12.0,44.0,8,3,19,27,1610612763,Grizzlies,MEM,Memphis,240:00,10.0,19.0,12.0,44.0,30.0,16.0,27.0,46.0,3,8,27,19
1,0021900055,1610612739,Cavaliers,CLE,Cleveland,240:00,11.0,16.0,10.0,58.0,19.0,22.0,13.0,46.0,7,5,21,24,1610612741,Bulls,CHI,Chicago,240:00,19.0,22.0,13.0,46.0,11.0,16.0,10.0,58.0,5,7,24,21
2,0021900055,1610612741,Bulls,CHI,Chicago,240:00,19.0,22.0,13.0,46.0,11.0,16.0,10.0,58.0,5,7,24,21,1610612739,Cavaliers,CLE,Cleveland,240:00,11.0,16.0,10.0,58.0,19.0,22.0,13.0,46.0,7,5,21,24
1,0021900056,1610612753,Magic,ORL,Orlando,240:00,13.0,15.0,11.0,32.0,13.0,13.0,0.0,26.0,6,10,17,15,1610612752,Knicks,NYK,New York,240:00,13.0,13.0,0.0,26.0,13.0,15.0,11.0,32.0,10,6,15,17
2,0021900056,1610612752,Knicks,NYK,New York,240:00,13.0,13.0,0.0,26.0,13.0,15.0,11.0,32.0,10,6,15,17,1610612753,Magic,ORL,Orlando,240:00,13.0,15.0,11.0,32.0,13.0,13.0,0.0,26.0,6,10,17,15
1,0021900057,1610612755,76ers,PHI,Philadelphia,240:00,29.0,30.0,15.0,60.0,12.0,4.0,18.0,42.0,6,6,27,21,1610612750,Timberwolves,MIN,Minnesota,240:00,12.0,4.0,18.0,42.0,29.0,30.0,15.0,60.0,6,6,21,27
2,0021900057,1610612750,Timberwolves,MIN,Minnesota,240:00,12.0,4.0,18.0,42.0,29.0,30.0,15.0,60.0,6,6,21,27,1610612755,76ers,PHI,Philadelphia,240:00,29.0,30.0,15.0,60.0,12.0,4.0,18.0,42.0,6,6,27,21
1,0021900058,1610612749,Bucks,MIL,Milwaukee,240:00,12.0,10.0,7.0,34.0,18.0,8.0,11.0,34.0,4,4,21,20,1610612738,Celtics,BOS,Boston,240:00,18.0,8.0,11.0,34.0,12.0,10.0,7.0,34.0,4,4,20,21
2,0021900058,1610612738,Celtics,BOS,Boston,240:00,18.0,8.0,11.0,34.0,12.0,10.0,7.0,34.0,4,4,20,21,1610612749,Bucks,MIL,Milwaukee,240:00,12.0,10.0,7.0,34.0,18.0,8.0,11.0,34.0,4,4,21,20
1,0021900059,1610612754,Pacers,IND,Indiana,240:00,28.0,12.0,5.0,52.0,16.0,11.0,7.0,60.0,2,5,24,19,1610612751,Nets,BKN,Brooklyn,240:00,16.0,11.0,7.0,60.0,28.0,12.0,5.0,52.0,5,2,19,24
2,0021900059,1610612751,Nets,BKN,Brooklyn,240:00,16.0,11.0,7.0,60.0,28.0,12.0,5.0,52.0,5,2,19,24,1610612754,Pacers,IND,Indiana,240:00,28.0,12.0,5.0,52.0,16.0,11.0,7.0,60.0,2,5,24,19
1,0021900060,1610612761,Raptors,TOR,Toronto,240:00,29.0,5.0,23.0,60.0,14.0,10.0,11.0,48.0,2,1,22,15,1610612765,Pistons,DET,Detroit,240:00,14.0,10.0,11.0,48.0,29.0,5.0,23.0,60.0,1,2,15,22
2,0021900060,1610612765,Pistons,DET,Detroit,240:00,14.0,10.0,11.0,48.0,29.0,5.0,23.0,60.0,1,2,15,22,1610612761,Raptors,TOR,Toronto,240:00,29.0,5.0,23.0,60.0,14.0,10.0,11.0,48.0,2,1,22,15
1,0021900061,1610612764,Wizards,WAS,Washington,240:00,14.0,13.0,9.0,54.0,26.0,28.0,21.0,60.0,4,5,27,24,1610612745,Rockets,HOU,Houston,240:00,26.0,28.0,21.0,60.0,14.0,13.0,9.0,54.0,5,4,24,27
2,0021900061,1610612745,Rockets,HOU,Houston,240:00,26.0,28.0,21.0,60.0,14.0,13.0,9.0,54.0,5,4,24,27,1610612764,Wizards,WAS,Washington,240:00,14.0,13.0,9.0,54.0,26.0,28.0,21.0,60.0,4,5,27,24
1,0021900062,1610612757,Trail Blazers,POR,Portland,240:00,9.0,7.0,18.0,26.0,18.0,16.0,5.0,48.0,8,2,30,21,1610612760,Thunder,OKC,Oklahoma City,240:00,18.0,16.0,5.0,48.0,9.0,7.0,18.0,26.0,2,8,21,30
2,0021900062,1610612760,Thunder,OKC,Oklahoma City,240:00,18.0,16.0,5.0,48.0,9.0,7.0,18.0,26.0,2,8,21,30,1610612757,Trail Blazers,POR,Portland,240:00,9.0,7.0,18.0,26.0,18.0,16.0,5.0,48.0,8,2,30,21
1,0021900063,1610612762,Jazz,UTA,Utah,240:00,27.0,6.0,11.0,52.0,13.0,12.0,7.0,48.0,5,4,18,22,1610612746,Clippers,LAC,LA,240:00,13.0,12.0,7.0,48.0,27.0,6.0,11.0,52.0,4,5,22,18
2,0021900063,1610612746,Clippers,LAC,LA,240:00,13.0,12.0,7.0,48.0,27.0,6.0,11.0,52.0,4,5,22,18,1610612762,Jazz,UTA,Utah,240:00,27.0,6.0,11.0,52.0,13.0,12.0,7.0,48.0,5,4,18,22
1,0021900064,1610612758,Kings,SAC,Sacramento,240:00,29.0,26.0,19.0,54.0,17.0,12.0,8.0,60.0,5,3,19,17,1610612766,Hornets,CHA,Charlotte,240:00,17.0,12.0,8.0,60.0,29.0,26.0,19.0,54.0,3,5,17,19
2,0021900064,1610612766,Hornets,CHA,Charlotte,240:00,17.0,12.0,8.0,60.0,29.0,26.0,19.0,54.0,3,5,17,19,1610612758,Kings,SAC,Sacramento,240:00,29.0,26.0,19.0,54.0,17.0,12.0,8.0,60.0,5,3,19,17
1,0021900065,1610612756,Suns,PHX,Phoenix,240:00,29.0,18.0,20.0,58.0,20.0,14.0,23.0,54.0,4,6,22,22,1610612744,Warriors,GSW,Golden State,240:00,20.0,14.0,23.0,54.0,29.0,18.0,20.0,58.0,6,4,22,22
2,0021900065,1610612744,Warriors,GSW,Golden State,240:00,20.0,14.0,23.0,54.0,29.0,18.0,20.0,58.0,6,4,22,22,1610612756,Suns,PHX,Phoenix,240:00,29.0,18.0,20.0,58.0,20.0,14.0,23.0,54.0,4,6,22,22
1,0021900066,1610612748,Heat,MIA,Miami,240:00,17.0,14.0,14.0,48.0,26.0,17.0,16.0,54.0,9,5,18,15,1610612737,Hawks,ATL,Atlanta,240:00,26.0,17.0,16.0,54.0,17.0,14.0,14.0,48.0,5,9,15,18
2,0021900066,1610612737,Hawks,ATL,Atlanta,240:00,26.0,17.0,16.0,54.0,17.0,14.0,14.0,48.0,5,9,15,18,1610612748,Heat,MIA,Miami,240:00,17.0,14.0,14.0,48.0,26.0,17.0,16.0,54.0,9,5,18,15
1,0021900067,1610612740,Pelicans,NOP,New Orleans,240:00,17.0,5.0,37.0,48.0,25.0,5.0,20.0,60.0,4,3,21,24,1610612743,Nuggets,DEN,Denver,240:00,25.0,5.0,20.0,60.0,17.0,5.0,37.0,48.0,3,4,24,21
2,0021900067,1610612743,Nuggets,DEN,Denver,240:00,25.0,5.0,20.0,60.0,17.0,5.0,37.0,48.0,3,4,24,21,1610612740,Pelicans,NOP,New Orleans,240:00,17.0,5.0,37.0,48.0,25.0,5.0,20.0,60.0,4,3,21,24
1,0021900068,1610612759,Spurs,SAS,San Antonio,240:00,9.0,4.0,20.0,44.0,23.0,17.0,13.0,54.0,5,1,28,23,1610612746,Clippers,LAC,LA,240:00,23.0,17.0,13.0,54.0,9.0,4.0,20.0,44.0,1,5,23,28
2,0021900068,1610612746,Clippers,LAC,LA,240:00,23.0,17.0,13.0,54.0,9.0,4.0,20.0,44.0,1,5,23,28,1610612759,Spurs,SAS,San Antonio,240:00,9.0,4.0,20.0,44.0,23.0,17.0,13.0,54.0,5,1,28,23
1,0021900069,1610612745,Rockets,HOU,Houston,240:00,25.0,12.0,15.0,52.0,22.0,5.0,17.0,46.0,4,7,21,21,1610612751,Nets,BKN,Brooklyn,240:00,22.0,5.0,17.0,46.0,25.0,12.0,15.0,52.0,7,4,21,21
2,0021900069,1610612751,Nets,BKN,Brooklyn,240:00,22.0,5.0,17.0,46.0,25.0,12.0,15.0,52.0,7,4,21,21,1610612745,Rockets,HOU,Houston,240:00,25.0,12.0,15.0,52.0,22.0,5.0,17.0,46.0,4,7,21,21
1,0021900070,1610612754,Pacers,IND,Indiana,240:00,10.0,14.0,18.0,56.0,14.0,2.0,16.0,38.0,10,1,24,21,1610612739,Cavaliers,CLE,Cleveland,240:00,14.0,2.0,16.0,38.0,10.0,14.0,18.0,56.0,1,10,21,24
2,0021900070,1610612739,Cavaliers,CLE,Cleveland,240:00,14.0,2.0,16.0,38.0,10.0,14.0,18.0,56.0,1,10,21,24,1610612754,Pacers,IND,Indiana,240:00,10.0,14.0,18.0,56.0,14.0,2.0,16.0,38.0,10,1,24,21
1,0021900071,1610612753,Magic,ORL,Orlando,240:00,18.0,9.0,2.0,32.0,27.0,12.0,36.0,54.0,3,4,16,19,1610612749,Bucks,MIL,Milwaukee,240:00,27.0,12.0,36.0,54.0,18.0,9.0,2.0,32.0,4,3,19,16
2,0021900071,1610612749,Bucks,MIL,Milwaukee,240:00,27.0,12.0,36.0,54.0,18.0,9.0,2.0,32.0,4,3,19,16,1610612753,Magic,ORL,Orlando,240:00,18.0,9.0,2.0,32.0,27.0,12.0,36.0,54.0,3,4,16,19
1,0021900072,1610612752,Knicks,NYK,New York,240:00,12.0,20.0,17.0,38.0,6.0,5.0,16.0,34.0,4,4,23,16,1610612738,Celtics,BOS,Boston,240:00,6.0,5.0,16.0,34.0,12.0,20.0,17.0,38.0,4,4,16,23
2,0021900072,1610612738,Celtics,BOS,Boston,240:00,6.0,5.0,16.0,34.0,12.0,20.0,17.0,38.0,4,4,16,23,1610612752,Knicks,NYK,New York,240:00,12.0,20.0,17.0,38.0,6.0,5.0,16.0,34.0,4,4,23,16
1,0021900073,1610612765,Pistons,DET,Detroit,240:00,19.0,11.0,13.0,66.0,19.0,14.0,8.0,40.0,8,1,21,18,1610612741,Bulls,CHI,Chicago,240:00,19.0,14.0,8.0,40.0,19.0,11.0,13.0,66.0,1,8,18,21
2,0021900073,1610612741,Bulls,CHI,Chicago,240:00,19.0,14.0,8.0,40.0,19.0,11.0,13.0,66.0,1,8,18,21,1610612765,Pistons,DET,Detroit,240:00,19.0,11.0,13.0,66.0,19.0,14.0,8.0,40.0,8,1,21,18
1,0021900074,1610612747,Lakers,LAL,Los Angeles,265:00,30.0,10.0,19.0,66.0,15.0,17.0,6.0,46.0,7,1,21,21,1610612742,Mavericks,DAL,Dallas,265:00,15.0,17.0,6.0,46.0,30.0,10.0,19.0,66.0,1,7,21,21
2,0021900074,1610612742,Mavericks,DAL,Dallas,265:00,15.0,17.0,6.0,46.0,30.0,10.0,19.0,66.0,1,7,21,21,1610612747,Lakers,LAL,Los Angeles,265:00,30.0,10.0,19.0,66.0,15.0,17.0,6.0,46.0,7,1,21,21
1,0021900075,1610612762,Jazz,UTA,Utah,240:00,14.0,8.0,5.0,38.0,28.0,13.0,10.0,52.0,5,3,18,23,1610612758,Kings,SAC,Sacramento,240:00,28.0,13.0,10.0,52.0,14.0,8.0,5.0,38.0,3,5,23,18
2,0021900075,1610612758,Kings,SAC,Sacramento,240:00,28.0,13.0,10.0,52.0,14.0,8.0,5.0,38.0,3,5,23,18,1610612762,Jazz,UTA,Utah,240:00,14.0,8.0,5.0,38.0,28.0,13.0,10.0,52.0,5,3,18,23
1,0021900076,1610612759,Spurs,SAS,San Antonio,240:00,14.0,23.0,14.0,40.0,10.0,8.0,16.0,44.0,2,2,19,22,1610612744,Warriors,GSW,Golden State,240:00,10.0,8.0,16.0,44.0,14.0,23.0,14.0,40.0,2,2,22,19
2,0021900076,1610612744,Warriors,GSW,Golden State,240:00,10.0,8.0,16.0,44.0,14.0,23.0,14.0,40.0,2,2,22,19,1610612759,Spurs,SAS,San Antonio,240:00,14.0,23.0,14.0,40.0,10.0,8.0,16.0,44.0,2,2,19,22
1,0021900077,1610612760,Thunder,OKC,Oklahoma City,240:00,21.0,14.0,8.0,46.0,15.0,21.0,7.0,52.0,11,5,20,25,1610612740,Pelicans,NOP,New Orleans,240:00,15.0,21.0,7.0,52.0,21.0,14.0,8.0,46.0,5,11,25,20
2,0021900077,1610612740,Pelicans,NOP,New Orleans,240:00,15.0,21.0,7.0,52.0,21.0,14.0,8.0,46.0,5,11,25,20,1610612760,Thunder,OKC,Oklahoma City,240:00,21.0,14.0,8.0,46.0,15.0,21.0,7.0,52.0,11,5,20,25
1,0021900078,1610612765,Pistons,DET,Detroit,240:00,14.0,13.0,8.0,54.0,9.0,16.0,13.0,58.0,7,4,18,24,1610612751,Nets,BKN,Brooklyn,240:00,9.0,16.0,13.0,58.0,14.0,13.0,8.0,54.0,4,7,24,18
2,0021900078,1610612751,Nets,BKN,Brooklyn,240:00,9.0,16.0,13.0,58.0,14.0,13.0,8.0,54.0,4,7,24,18,1610612765,Pistons,DET,Detroit,240:00,14.0,13.0,8.0,54.0,9.0,16.0,13.0,58.0,7,4,18,24
1,0021900079,1610612753,Magic,ORL,Orlando,240:00,21.0,9.0,11.0,48.0,18.0,13.0,3.0,30.0,7,3,25,14,1610612743,Nuggets,DEN,Denver,240:00,18.0,13.0,3.0,30.0,21.0,9.0,11.0,48.0,3,7,14,25
2,0021900079,1610612743,Nuggets,DEN,Denver,240:00,18.0,13.0,3.0,30.0,21.0,9.0,11.0,48.0,3,7,14,25,1610612753,Magic,ORL,Orlando,240:00,21.0,9.0,11.0,48.0,18.0,13.0,3.0,30.0,7,3,25,14
1,0021900080,1610612764,Wizards,WAS,Washington,240:00,22.0,9.0,8.0,24.0,20.0,13.0,16.0,56.0,4,10,18,23,1610612750,Timberwolves,MIN,Minnesota,240:00,20.0,13.0,16.0,56.0,22.0,9.0,8.0,24.0,10,4,23,18
2,0021900080,1610612750,Timberwolves,MIN,Minnesota,240:00,20.0,13.0,16.0,56.0,22.0,9.0,8.0,24.0,10,4,23,18,1610612764,Wizards,WAS,Washington,240:00,22.0,9.0,8.0,24.0,20.0,13.0,16.0,56.0,4,10,18,23
1,0021900081,1610612756,Suns,PHX,Phoenix,240:00,24.0,17.0,17.0,48.0,14.0,15.0,14.0,62.0,2,8,20,23,1610612763,Grizzlies,MEM,Memphis,240:00,14.0,15.0,14.0,62.0,24.0,17.0,17.0,48.0,8,2,23,20
2,0021900081,1610612763,Grizzlies,MEM,Memphis,240:00,14.0,15.0,14.0,62.0,24.0,17.0,17.0,48.0,8,2,23,20,1610612756,Suns,PHX,Phoenix,240:00,24.0,17.0,17.0,48.0,14.0,15.0,14.0,62.0,2,8,20,23
1,0021900082,1610612761,Raptors,TOR,Toronto,240:00,11.0,5.0,16.0,30.0,19.0,18.0,14.0,50.0,6,7,22,22,1610612749,Bucks,MIL,Milwaukee,240:00,19.0,18.0,14.0,50.0,11.0,5.0,16.0,30.0,7,6,22,22
2,0021900082,1610612749,Bucks,MIL,Milwaukee,240:00,19.0,18.0,14.0,50.0,11.0,5.0,16.0,30.0,7,6,22,22,1610612761,Raptors,TOR,Toronto,240:00,11.0,5.0,16.0,30.0,19.0,18.0,14.0,50.0,6,7,22,22
1,0021900083,1610612744,Warriors,GSW,Golden State,240:00,11.0,8.0,10.0,34.0,15.0,15.0,7.0,56.0,5,1,22,15,1610612766,Hornets,CHA,Charlotte,240:00,15.0,15.0,7.0,56.0,11.0,8.0,10.0,34.0,1,5,15,22
2,0021900083,1610612766,Hornets,CHA,Charlotte,240:00,15.0,15.0,7.0,56.0,11.0,8.0,10.0,34.0,1,5,15,22,1610612744,Warriors,GSW,Golden State,240:00,11.0,8.0,10.0,34.0,15.0,15.0,7.0,56.0,5,1,22,15
1,0021900084,1610612757,Trail Blazers,POR,Portland,240:00,11.0,5.0,14.0,40.0,24.0,19.0,23.0,84.0,4,8,21,23,1610612755,76ers,PHI,Philadelphia,240:00,24.0,19.0,23.0,84.0,11.0,5.0,14.0,40.0,8,4,23,21
2,0021900084,1610612755,76ers,PHI,Philadelphia,240:00,24.0,19.0,23.0,84.0,11.0,5.0,14.0,40.0,8,4,23,21,1610612757,Trail Blazers,POR,Portland,240:00,11.0,5.0,14.0,40.0,24.0,19.0,23.0,84.0,4,8,21,23
1,0021900085,1610612754,Pacers,IND,Indiana,240:00,15.0,13.0,6.0,52.0,20.0,9.0,11.0,52.0,10,2,24,21,1610612741,Bulls,CHI,Chicago,240:00,20.0,9.0,11.0,52.0,15.0,13.0,6.0,52.0,2,10,21,24
2,0021900085,1610612741,Bulls,CHI,Chicago,240:00,20.0,9.0,11.0,52.0,15.0,13.0,6.0,52.0,2,10,21,24,1610612754,Pacers,IND,Indiana,240:00,15.0,13.0,6.0,52.0,20.0,9.0,11.0,52.0,10,2,24,21
1,0021900086,1610612748,Heat,MIA,Miami,240:00,27.0,11.0,25.0,52.0,22.0,7.0,6.0,30.0,7,5,21,24,1610612745,Rockets,HOU,Houston,240:00,22.0,7.0,6.0,30.0,27.0,11.0,25.0,52.0,5,7,24,21
2,0021900086,1610612745,Rockets,HOU,Houston,240:00,22.0,7.0,6.0,30.0,27.0,11.0,25.0,52.0,5,7,24,21,1610612748,Heat,MIA,Miami,240:00,27.0,11.0,25.0,52.0,22.0,7.0,6.0,30.0,7,5,21,24
1,0021900087,1610612758,Kings,SAC,Sacramento,240:00,12.0,10.0,9.0,42.0,17.0,18.0,9.0,40.0,5,5,29,23,1610612752,Knicks,NYK,New York,240:00,17.0,18.0,9.0,40.0,12.0,10.0,9.0,42.0,5,5,23,29
2,0021900087,1610612752,Knicks,NYK,New York,240:00,17.0,18.0,9.0,40.0,12.0,10.0,9.0,42.0,5,5,23,29,1610612758,Kings,SAC,Sacramento,240:00,12.0,10.0,9.0,42.0,17.0,18.0,9.0,40.0,5,5,29,23
1,0021900088,1610612759,Spurs,SAS,San Antonio,240:00,23.0,3.0,20.0,36.0,5.0,16.0,15.0,50.0,4,10,18,22,1610612747,Lakers,LAL,Los Angeles,240:00,5.0,16.0,15.0,50.0,23.0,3.0,20.0,36.0,10,4,22,18
2,0021900088,1610612747,Lakers,LAL,Los Angeles,240:00,5.0,16.0,15.0,50.0,23.0,3.0,20.0,36.0,10,4,22,18,1610612759,Spurs,SAS,San Antonio,240:00,23.0,3.0,20.0,36.0,5.0,16.0,15.0,50.0,4,10,18,22
1,0021900089,1610612742,Mavericks,DAL,Dallas,240:00,15.0,19.0,10.0,52.0,16.0,14.0,9.0,28.0,6,4,21,14,1610612739,Cavaliers,CLE,Cleveland,240:00,16.0,14.0,9.0,28.0,15.0,19.0,10.0,52.0,4,6,14,21
2,0021900089,1610612739,Cavaliers,CLE,Cleveland,240:00,16.0,14.0,9.0,28.0,15.0,19.0,10.0,52.0,4,6,14,21,1610612742,Mavericks,DAL,Dallas,240:00,15.0,19.0,10.0,52.0,16.0,14.0,9.0,28.0,6,4,21,14
1,0021900090,1610612762,Jazz,UTA,Utah,240:00,9.0,8.0,4.0,34.0,15.0,29.0,11.0,46.0,6,6,30,25,1610612746,Clippers,LAC,LA,240:00,15.0,29.0,11.0,46.0,9.0,8.0,4.0,34.0,6,6,25,30
2,0021900090,1610612746,Clippers,LAC,LA,240:00,15.0,29.0,11.0,46.0,9.0,8.0,4.0,34.0,6,6,25,30,1610612762,Jazz,UTA,Utah,240:00,9.0,8.0,4.0,34.0,15.0,29.0,11.0,46.0,6,6,30,25
1,0021900091,1610612764,Wizards,WAS,Washington,240:00,17.0,19.0,7.0,48.0,12.0,11.0,11.0,34.0,7,9,23,20,1610612765,Pistons,DET,Detroit,240:00,12.0,11.0,11.0,34.0,17.0,19.0,7.0,48.0,9,7,20,23
2,0021900091,1610612765,Pistons,DET,Detroit,240:00,12.0,11.0,11.0,34.0,17.0,19.0,7.0,48.0,9,7,20,23,1610612764,Wizards,WAS,Washington,240:00,17.0,19.0,7.0,48.0,12.0,11.0,11.0,34.0,7,9,23,20
1,0021900092,1610612740,Pelicans,NOP,New Orleans,240:00,22.0,13.0,16.0,48.0,32.0,20.0,23.0,58.0,5,3,26,18,1610612751,Nets,BKN,Brooklyn,240:00,32.0,20.0,23.0,58.0,22.0,13.0,16.0,48.0,3,5,18,26
2,0021900092,1610612751,Nets,BKN,Brooklyn,240:00,32.0,20.0,23.0,58.0,22.0,13.0,16.0,48.0,3,5,18,26,1610612740,Pelicans,NOP,New Orleans,240:00,22.0,13.0,16.0,48.0,32.0,20.0,23.0,58.0,5,3,26,18
1,0021900093,1610612763,Grizzlies,MEM,Memphis,240:00,29.0,10.0,25.0,66.0,17.0,16.0,12.0,36.0,7,5,21,21,1610612745,Rockets,HOU,Houston,240:00,17.0,16.0,12.0,36.0,29.0,10.0,25.0,66.0,5,7,21,21
2,0021900093,1610612745,Rockets,HOU,Houston,240:00,17.0,16.0,12.0,36.0,29.0,10.0,25.0,66.0,5,7,21,21,1610612763,Grizzlies,MEM,Memphis,240:00,29.0,10.0,25.0,66.0,17.0,16.0,12.0,36.0,7,5,21,21
1,0021900094,1610612750,Timberwolves,MIN,Minnesota,240:00,15.0,9.0,10.0,38.0,20.0,21.0,14.0,62.0,4,6,23,20,1610612749,Bucks,MIL,Milwaukee,240:00,20.0,21.0,14.0,62.0,15.0,9.0,10.0,38.0,6,4,20,23
2,0021900094,1610612749,Bucks,MIL,Milwaukee,240:00,20.0,21.0,14.0,62.0,15.0,9.0,10.0,38.0,6,4,20,23,1610612750,Timberwolves,MIN,Minnesota,240:00,15.0,9.0,10.0,38.0,20.0,21.0,14.0,62.0,4,6,23,20
1,0021900095,1610612756,Suns,PHX,Phoenix,240:00,23.0,4.0,15.0,48.0,19.0,6.0,8.0,32.0,5,2,24,29,1610612755,76ers,PHI,Philadelphia,240:00,19.0,6.0,8.0,32.0,23.0,4.0,15.0,48.0,2,5,29,24
2,0021900095,1610612755,76ers,PHI,Philadelphia,240:00,19.0,6.0,8.0,32.0,23.0,4.0,15.0,48.0,2,5,29,24,1610612756,Suns,PHX,Phoenix,240:00,23.0,4.0,15.0,48.0,19.0,6.0,8.0,32.0,5,2,24,29
1,0021900096,1610612757,Trail Blazers,POR,Portland,240:00,6.0,14.0,17.0,60.0,3.0,12.0,8.0,44.0,6,4,23,17,1610612744,Warriors,GSW,Golden State,240:00,3.0,12.0,8.0,44.0,6.0,14.0,17.0,60.0,4,6,17,23
2,0021900096,1610612744,Warriors,GSW,Golden State,240:00,3.0,12.0,8.0,44.0,6.0,14.0,17.0,60.0,4,6,17,23,1610612757,Trail Blazers,POR,Portland,240:00,6.0,14.0,17.0,60.0,3.0,12.0,8.0,44.0,6,4,23,17
1,0021900097,1610612754,Pacers,IND,Indiana,265:00,19.0,7.0,10.0,58.0,20.0,17.0,12.0,60.0,7,4,34,17,1610612766,Hornets,CHA,Charlotte,265:00,20.0,17.0,12.0,60.0,19.0,7.0,10.0,58.0,4,7,17,34
2,0021900097,1610612766,Hornets,CHA,Charlotte,265:00,20.0,17.0,12.0,60.0,19.0,7.0,10.0,58.0,4,7,17,34,1610612754,Pacers,IND,Indiana,265:00,19.0,7.0,10.0,58.0,20.0,17.0,12.0,60.0,7,4,34,17
1,0021900098,1610612739,Cavaliers,CLE,Cleveland,240:00,11.0,15.0,11.0,44.0,5.0,7.0,6.0,60.0,6,12,18,23,1610612738,Celtics,BOS,Boston,240:00,5.0,7.0,6.0,60.0,11.0,15.0,11.0,44.0,12,6,23,18
2,0021900098,1610612738,Celtics,BOS,Boston,240:00,5.0,7.0,6.0,60.0,11.0,15.0,11.0,44.0,12,6,23,18,1610612739,Cavaliers,CLE,Cleveland,240:00,11.0,15.0,11.0,44.0,5.0,7.0,6.0,60.0,6,12,18,23
1,0021900099,1610612759,Spurs,SAS,San Antonio,240:00,14.0,11.0,8.0,34.0,15.0,10.0,11.0,50.0,8,5,17,20,1610612737,Hawks,ATL,Atlanta,240:00,15.0,10.0,11.0,50.0,14.0,11.0,8.0,34.0,5,8,20,17
2,0021900099,1610612737,Hawks,ATL,Atlanta,240:00,15.0,10.0,11.0,50.0,14.0,11.0,8.0,34.0,5,8,20,17,1610612759,Spurs,SAS,San Antonio,240:00,14.0,11.0,8.0,34.0,15.0,10.0,11.0,50.0,8,5,17,20
1,0021900100,1610612747,Lakers,LAL,Los Angeles,240:00,20.0,14.0,14.0,52.0,23.0,13.0,26.0,48.0,10,4,18,21,1610612741,Bulls,CHI,Chicago,240:00,23.0,13.0,26.0,48.0,20.0,14.0,14.0,52.0,4,10,21,18
